date,presenter,pmid,title,journal,authors,doi,abstract,notes,pdf
2025-10-28,,41026481,Early Intratracheal Budesonide to Reduce Bronchopulmonary Dysplasia in Extremely Preterm Infants: The Budesonide in Babies (BiB) Randomized Clinical Trial.,JAMA,"Ambalavanan, Namasivayam; Carlo, Waldemar A; Nowak, Kayla J; Wiener, Laura Elizabeth; Cosby, Shirley S et al.",10.1001/jama.2025.16450,"IMPORTANCE: Extremely preterm infants are at high risk for bronchopulmonary dysplasia (BPD) and death. Multiple small randomized clinical trials showed that a combination of budesonide with surfactant compared with surfactant alone reduced BPD or death. OBJECTIVE: To determine if early intratracheal administration of a combination of budesonide (0.25 mg/kg) mixed with surfactant, compared with surfactant alone, reduces physiologic BPD or death by 36 weeks' postmenstrual age in extremely preterm ...",,
2025-10-28,,41004186,"Alzheimer Disease Exacerbated by Air Pollution, Study Suggests.",JAMA,"Anderer, Samantha",10.1001/jama.2025.13889,,,
2025-10-28,,41004178,Mental Health and Substance Use Linked in New Survey.,JAMA,"Anderer, Samantha; Rekito, Andy",10.1001/jama.2025.15338,,,
2025-10-28,,41004171,Trying to Unravel Why Alzheimer Disease Is More Common in Women.,JAMA,"Rubin, Rita",10.1001/jama.2025.16269,,,
2025-10-28,,41004143,First Antiamyloid Injectable Approved for Early Alzheimer Disease.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13885,,,
2025-10-28,,41004141,Anal Cancer Risk Rises With Age and Time Among Cervical Cancer Survivors.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13888,,,
2025-10-28,,41004139,Updated COVID-19 Vaccine Generates Strong Immune Response.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13887,,,
2025-10-28,,41004138,Older Adults' Meal Timing Linked to Health Outcomes.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13890,,,
2025-10-28,,41004136,Cannabis Use May Hinder Female Fertility.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13886,,,
2025-10-21,,40996758,Sleep.,JAMA,,10.1001/jama.2024.18963,,,
2025-10-28,,40991282,How to Communicate Medical Numbers.,JAMA,"Zikmund-Fisher, Brian J; Thorpe, Alistair; Fagerlin, Angela",10.1001/jama.2025.13655,,,
2025-10-28,,40991275,Crossed Arms and Crossover Studies: Poetry Bridges Emotion and Medicine.,JAMA,"Roberts, Krista; Campo, Rafael",10.1001/jama.2025.12305,,,
2025-10-28,,40991255,"Phase I, Arms Crossed.",JAMA,"Menon, Tara P",10.1001/jama.2025.12308,,,
2025-10-21,,40986422,Enzyme Name Misspelled in Figure 1.,JAMA,,10.1001/jama.2025.18724,,,
2025-10-21,,40971178,Nasal Spray May Help Prevent COVID-19 Infection.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13883,,,
2025-10-21,,40971177,"New Analysis of Women's Health Initiative Data Aims to ""Clear the Air"" Over Menopausal Hormone Therapy.",JAMA,"Schweitzer, Kate",10.1001/jama.2025.14187,,,
2025-10-21,,40971174,Substance Exposures Linked to Self-Harm Increase in Preteens.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13884,,,
2025-10-21,,40971173,"GLP-1 Drugs in Heart Failure, β-Blockers After MI, the Shingles Vaccine, and More From ESC 2025.",JAMA,"Abbasi, Jennifer",10.1001/jama.2025.15515,,,
2025-10-21,,40971172,HHS Demands Nutrition Education Reforms in Medical Schools.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13882,,,
2025-10-21,,40971162,New Rule: Real-Time Drug Prices and Electronic Prior Authorizations.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13879,,,
2025-10-21,,40971161,More Than Half of US Overdose Deaths Now Involve Stimulants.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13881,,,
2025-10-21,,40971153,GLP-1 Drugs May Manage Weight Recurrence After Bariatric Surgery.,JAMA,"Anderer, Samantha",10.1001/jama.2025.13880,,,
2025-10-28,,40965902,Midurethral Sling vs OnabotulinumtoxinA for Urinary Incontinence.,JAMA,"Klarskov, Niels; Husby, Karen Ruben",10.1001/jama.2025.13179,,,
2025-10-21,,40965898,"""15% of Searches Have Never Been Typed Before"": Why AI Safety in Health-Related Search Is Hard.",JAMA,"Perlis, Roy",10.1001/jama.2025.14860,,,
2025-10-28,,40965897,Expanding Pathways to Major Journals for Early-Career Researchers.,JAMA,"Mensah, Michael O; Muir, K Jane; Travers Altizer, Jasmine; Amonoo, Hermioni L; Arons, Abigail et al.",10.1001/jama.2025.15022,,,
2025-10-28,,40965896,The New Clinician-Scholars-Dual Training in Medicine and Humanities Drives Health Research Innovation.,JAMA,"Jain, Vinayak; Zamanian, Kayla; Krishnan, Lakshmi",10.1001/jama.2025.15526,,,
2025-10-14,,40965893,Is Acrodynia a New Disease?,JAMA,,10.1001/jama.2024.18956,,,
2025-10-28,,40965874,Unseen Scars.,JAMA,"Weiner, Adam B",10.1001/jama.2025.15402,,,
2025-10-28,,40965860,Midurethral Sling vs OnabotulinumtoxinA for Urinary Incontinence-Reply.,JAMA,"Harvie, Heidi S; Chermansky, Christopher; Richter, Holly E",10.1001/jama.2025.13182,,,
2025-10-14,,40960851,"To Improve Health in the United States, Focus on Women.",JAMA,"Temkin, Sarah M",10.1001/jama.2025.14446,,,
2025-10-28,,40960850,Timing of Antihypertensive Medications and Cardiovascular Outcomes.,JAMA,"Zhu, Jianping; Zhang, Weixing",10.1001/jama.2025.12790,,,
2025-10-28,,40960844,Timing of Antihypertensive Medications and Cardiovascular Outcomes.,JAMA,"Gao, Ming; Cao, Tengfei; Wu, Qian",10.1001/jama.2025.12787,,,
2025-10-28,,40960842,Timing of Antihypertensive Medications and Cardiovascular Outcomes-Reply.,JAMA,"Garrison, Scott R; Kolber, Michael R; Korownyk, Christina S",10.1001/jama.2025.12796,,,
2025-10-28,,40960823,Timing of Antihypertensive Medications and Cardiovascular Outcomes.,JAMA,"Cedernaes, Jonathan; Benedict, Christian",10.1001/jama.2025.12784,,,
2025-10-28,,40960821,Donor-Derived Epstein-Barr Virus Infection Among Pediatric Kidney Transplant Recipients.,JAMA,"Potluri, Vishnu S; Amaral, Sandra; Puttarajappa, Chethan M; Zhang, Siqi; Devine, Kaitlin J et al.",10.1001/jama.2025.14067,,,
2025-10-28,,40960820,Timing of Antihypertensive Medications and Cardiovascular Outcomes.,JAMA,"Feng, Suyin; Li, Hua; Sun, Runfeng",10.1001/jama.2025.12793,,,
2025-10-21,,40960806,Everolimus and Low-Dose Tacrolimus After Heart Transplant in Children: A Randomized Clinical Trial.,JAMA,"Almond, Christopher S; Daly, Kevin P; Albers, Erin L; Alejos, Juan C; Ameduri, Rebecca et al.",10.1001/jama.2025.14338,"IMPORTANCE: Studies suggest that everolimus may reduce the risk of rejection, cardiac allograft vasculopathy (CAV), chronic kidney disease (CKD), and cytomegalovirus (CMV) after heart transplant. Everolimus use is controversial because of data demonstrating higher infection deaths when everolimus is introduced de novo after transplant. It is unclear whether everolimus is safe and effective when initiated at 6 months posttransplant in children, a population in which median graft survival is limit...",,
2025-10-28,,40960800,A 2-Month-Old Boy With Pink Papules and Plaques.,JAMA,"Wu, Po-Chien; Chiu, Cheng-Hsun; Shih, I-Hsin",10.1001/jama.2025.11651,,,
2025-10-07,,40952854,Error in Figure 4 and References.,JAMA,,10.1001/jama.2025.17752,,,
2025-10-28,,40952765,Developing New Therapies-Putting the Money Where the Need Is.,JAMA,"MacKenzie, Ellen J; Berwick, Donald M; Helman, Alex M",10.1001/jama.2025.15399,,,
2025-10-14,,40952748,Individualized Prediction of Platelet Transfusion Outcomes in Preterm Infants With Severe Thrombocytopenia.,JAMA,"van der Staaij, Hilde; Prosepe, Ilaria; Caram-Deelder, Camila; Keogh, Ruth H; Deschmann, Emöke et al.",10.1001/jama.2025.14194,"IMPORTANCE: Preterm infants with severe thrombocytopenia (platelet count <50 × 109/L) frequently receive platelet transfusions. However, it is unclear in what cases prophylactic transfusion truly reduces bleeding risk or whether it does more harm than good. OBJECTIVE: To develop and validate a dynamic prediction model for major bleeding or mortality if prophylactic platelet transfusion were or were not to be given to infants with severe thrombocytopenia. DESIGN, SETTING, AND PARTICIPANTS: The dy...",,
2025-10-07,,40952747,Incorrect Units of Measure for Levothyroxine Dose in Figure 2.,JAMA,,10.1001/jama.2025.17740,,,
2025-10-21,,40952732,Medications for Resistant Hypertension.,JAMA,"Xu, Qi; Gao, Yuwan; Zhang, Ou",10.1001/jama.2025.12653,,,
2025-10-14,,40952725,Personalized Platelet Transfusion Predictions for Neonates.,JAMA,"Metcalf, Ryan A; Dhiman, Paula; Stanworth, Simon J",10.1001/jama.2025.14389,,,
2025-10-21,,40952721,Medications for Resistant Hypertension-Reply.,JAMA,"Brook, Robert D; Cohen, Jordana B; Rajagopalan, Sanjay",10.1001/jama.2025.12656,,,
2025-10-14,,40952711,New Molecules and Indications for GLP-1 Medicines.,JAMA,"Gonzalez-Rellan, Maria J; Drucker, Daniel J",10.1001/jama.2025.14392,,,
2025-10-14,,40938612,GLP-1 Drugs Associated With Lower Overall Cancer Risk.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13876,,,
2025-10-14,,40938609,Hearing Aids Might Curb Dementia Risk Associated With Hearing Loss.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13875,,,
2025-10-14,,40938607,New Vaccination Guidance for Adults With Heart Disease.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13873,,,
2025-10-14,,40938605,Vaginal Estrogen for Menopause May Be Safe After Stroke.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13874,,,
2025-10-14,,40938604,"Ultraprocessed Foods and Cardiometabolic Health-New Report on a ""Growing Public Health Challenge"".",JAMA,"Anderer, Samantha",10.1001/jama.2025.15322,,,
2025-10-14,,40938595,Human Screwworm Case Confirmed in US.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13872,,,
2025-10-14,,40938593,"Survey: Many US Adults Unaware of HPV, Its Link to Cancer.",JAMA,"Schneider, Lauren",10.1001/jama.2025.13871,,,
2025-Oct,,40935728,Theoretical characterization of pure tone audiometry models.,"Auris, nasus, larynx","Ito, Ken",10.1016/j.anl.2025.06.006,"OBJECTIVE: To describe the characteristics of the two representative models, Standard Masking Model and Extended Masking Model, which is superior to and including the former, based on the preceding Review Article on the models for pure tone audiometry. METHODS: Computer simulation of the models and numerical confirmation of the outputs. RESULTS: 1: propositions were evaluated by using Practical Judgement Method (PJM), covering a large number of combinations of parameters. 2: characteristics of 4...",,
2025-10-21,,40932712,Dexmedetomidine- or Clonidine-Based Sedation vs Propofol in Critically Ill Patients.,JAMA,"Santos Neto, Nestor Cordeiro Dos",10.1001/jama.2025.12647,,,
2025-10-21,,40932711,Dexmedetomidine- or Clonidine-Based Sedation vs Propofol in Critically Ill Patients-Reply.,JAMA,"Walsh, Timothy S; Parker, Richard A; Weir, Christopher J",10.1001/jama.2025.12650,,,
2025-10-07,,40932710,Medical Librarians.,JAMA,,10.1001/jama.2024.18949,,,
2025-10-14,,40932709,New Challenges to Combating Fraud and Abuse in Health Care.,JAMA,"Howard, David H",10.1001/jama.2025.14106,,,
2025-10-21,,40932705,When Biology Breaks the Rules.,JAMA,"Triana, Austin J",10.1001/jama.2025.14914,,,
2025-10-14,,40932439,How Cystic Fibrosis Went From Fatal to Treatable.,JAMA,"Abbasi, Jennifer",10.1001/jama.2025.15328,,,
2025-10-21,,40932317,The Enigma of Protein Domains of Low-Sequence Complexity: 2025 Albert Lasker Basic Medical Research Award.,JAMA,"McKnight, Steven L",10.1001/jama.2025.14912,,,
2025-10-21,,40932315,Rewriting the Chapter on Cystic Fibrosis: The 2025 Lasker-DeBakey Clinical Medical Research Award.,JAMA,"Welsh, Michael J",10.1001/jama.2025.14913,,,
2025-10-21,,40932314,The FG Phase-A Biomolecular Condensate That Governs Transport Through Nuclear Pores: 2025 Albert Lasker Basic Medical Research Award.,JAMA,"Görlich, Dirk",10.1001/jama.2025.16179,,,
2025-10-21,,40932304,The Logic of Cellular Life: The 2025 Lasker~Koshland Special Achievement Award in Medical Science.,JAMA,"Shapiro, Lucy",10.1001/jama.2025.14910,,,
2025-Oct,,40930941,Clarifying sphenopalatine artery management in lateral recess CSF repair: Comment on Shimizu et al.,"Auris, nasus, larynx","Çelik, Cem; Bozkurt, Gülpembe; Zanoni, Mario Turri; Castelnuovo, Paolo",10.1016/j.anl.2025.08.009,,,
2025-10-14,,40928934,CDC Chaos Spurs Demands for HHS Secretary Kennedy to Step Down.,JAMA,"Rubin, Rita",10.1001/jama.2025.17831,,,
2025-10-21,,40928805,Hypertension Medications and Health-Related Quality of Life.,JAMA,"Gao, Ming; Cao, Tengfei; Wu, Qian",10.1001/jama.2025.12228,,,
2025-10-14,,40928804,Leveraging Novel Alternative Payment Models to Promote Evidence-Based Behavioral Health Care.,JAMA,"Huang, Jack J; McNutt, Clare; Carlo, Andrew D; Busch, Alisa B",10.1001/jama.2025.14150,,,
2025-10-21,,40928800,Viral Infections Related to Injection Drug Use.,JAMA,"Borelli, Cara",10.1001/jama.2025.14271,,,
2025-10-21,,40928795,Hypertension Medications and Health-Related Quality of Life-Reply.,JAMA,"Lee, Chan Joo; Kim, Dae-Hee; Park, Sungha",10.1001/jama.2025.12231,,,
2025-10-07,,40928788,Biparametric vs Multiparametric MRI for Prostate Cancer Diagnosis: The PRIME Diagnostic Clinical Trial.,JAMA,"Ng, Alexander B C D; Asif, Aqua; Agarwal, Ridhi; Panebianco, Valeria; Girometti, Rossano et al.",10.1001/jama.2025.13722,"IMPORTANCE: Multiparametric magnetic resonance imaging (MRI), with or without prostate biopsy, has become the standard of care for diagnosing clinically significant prostate cancer. Resource capacity limits widespread adoption. Biparametric MRI, which omits the gadolinium contrast sequence, is a shorter and cheaper alternative offering time-saving capacity gains for health systems globally. OBJECTIVE: To assess whether biparametric MRI is noninferior to multiparametric MRI for diagnosis of clini...",,
2025-10-07,,40928773,Biparametric Prostate MRI Is Safe and Effective if Image Quality Is Excellent.,JAMA,"Davenport, Matthew S; Pockros, Benjamin M; Morgan, Todd M",10.1001/jama.2025.13914,,,
2025-10-21,,40928771,Viral Infections Associated With Injection Drug Use.,JAMA,"Assoumou, Sabrina A; Alexander, Raegan N; Miller, Sarah E",10.1001/jama.2025.13287,,,
2025-Oct,,40926452,Retrospective study about suppression of new sensitization to cedar pollen in children who have undergone sublingual immunotherapy for house dust mites.,"Auris, nasus, larynx","Nagai, Yuko; Obata, Sho; Kawashima, Kayoko; Kawabe, Takanari; Hanada, Yukiko et al.",10.1016/j.anl.2025.08.002,"OBJECTIVE: To investigate whether sublingual immunotherapy (SLIT) with house dust mite (HDM) extract suppresses new sensitization to Japanese cedar pollen(JCP) in children with HDM-positive allergic rhinitis. METHODS: This retrospective study was conducted at our center and included pediatric patients aged 5-15 years who visited between January 2018 and December 2020. Eligible patients tested positive for HDM-specific immunoglobulin E (IgE), negative for JCP-specific IgE, and had no history of S...",,
2025-Oct,,40925776,"Authors' reply to: ""Comment on the article by Dr. Cem Çelik: Endoscopic transpterygoid repair of sphenoid sinus meningocele: A comprehensive case report and literature review"".","Auris, nasus, larynx","Shimizu, Aiko; Makihara, Seiichiro",10.1016/j.anl.2025.08.011,,,
2025-10-14,,40920411,Influenza and COVID-19 Multicomponent Vaccine in Adults-Reply.,JAMA,"Rudman Spergel, Amanda K; Callendret, Benoit; Kostanyan, Lusine",10.1001/jama.2025.12225,,,
2025-10-07,,40920409,Myo-inositol to Prevent Pregnancy Complications: Valuable Evidence Amid Complex Etiologies.,JAMA,"Hauspurg, Alisse; Cudjoe, Efe; Miller, Emily S",10.1001/jama.2025.14399,,,
2025-10-07,,40920401,Myo-inositol Supplementation to Prevent Pregnancy Complications in Polycystic Ovary Syndrome: A Randomized Clinical Trial.,JAMA,"van der Wel, Anne W T; Frank, Chryselle M C; Bout-Rebel, Rebekka; Duijnhoven, Ruben G; van Bree, Bo E et al.",10.1001/jama.2025.13668,"IMPORTANCE: Pregnant individuals with polycystic ovary syndrome (PCOS) present with a higher risk of pregnancy complications, including gestational diabetes, preeclampsia, and preterm birth. Myo-inositol supplementation may reduce these risks. OBJECTIVE: To determine whether daily supplementation with myo-inositol during pregnancy among individuals with PCOS reduces the risk of a composite outcome of gestational diabetes, preeclampsia, and preterm birth. DESIGN, SETTING, AND PARTICIPANTS: This d...",,
2025-10-14,,40920372,Influenza and COVID-19 Multicomponent Vaccine in Adults.,JAMA,"Liu, Zhican; Zhang, Lingling; Jiang, Mingyan",10.1001/jama.2025.12222,,,
2025-10-07,,40920367,Revisiting the FDA's Accelerated Approval Pathway.,JAMA,"Kodan, Asha; Kannarkat, Joseph T; Alexander, G Caleb",10.1001/jama.2025.14052,,,
2025-Oct,,40912133,Relationship between timing of tympanostomy tube insertion and mastoid air cell development in children with otitis media.,"Auris, nasus, larynx","Kadowaki, Seiichi; Ishii, Ryota; Sugiyama, Tomonori; Kikuchi, Saori; Iino, Yukiko",10.1016/j.anl.2025.08.006,"OBJECTIVE: This study aimed to evaluate the effect of age at tympanostomy tube insertion on mastoid air cell development, focusing on whether insertion before 3 years of age is associated with more favorable pneumatization. METHODS: We retrospectively analyzed 39 children (71 ears) who developed tympanic membrane perforation following tube insertion (tube group), including cases primarily associated with recurrent acute otitis media (rAOM) and otitis media with effusion (OME). The control group ...",,
2025-Oct,,40912132,Risk factors and timing of postoperative hypothyroidism onset following hemithyroidectomy.,"Auris, nasus, larynx","Takata, Kuniaki; Kojima, Tsuyoshi; Okanoue, Yusuke; Otsuki, Shuya; Oda, Shiori et al.",10.1016/j.anl.2025.08.008,"OBJECTIVE: This study aimed to identify prognostic factors for postoperative hypothyroidism and assess the timing of its onset in patients who underwent hemithyroidectomy for thyroid tumors. Despite normal preoperative thyroid function, some patients develop postoperative hypothyroidism, necessitating lifelong thyroid hormone replacement therapy. Identifying risk factors and establishing appropriate follow-up guidelines are essential for optimizing patient management. METHODS: A retrospective an...",,
2025-Oct,,40912131,Performance of generative AI across ENT tasks: A systematic review and meta-analysis.,"Auris, nasus, larynx","Hack, Sholem; Attal, Rebecca; Farzad, Armin; Alon, Eran E; Glikson, Eran et al.",10.1016/j.anl.2025.08.010,"OBJECTIVE: To systematically evaluate the diagnostic accuracy, educational utility, and communication potential of generative AI, particularly Large Language Models (LLMs) such as ChatGPT, in otolaryngology. DATA SOURCES: A comprehensive search of PubMed, Embase, Scopus, Web of Science, and IEEE Xplore identified English-language peer-reviewed studies from January 2022 to March 2025. REVIEW METHODS: Eligible studies evaluated text-based generative AI models used in otolaryngology. Two reviewers ...",,
2025-10-07,,40911333,New Study Questions Antibiotic Use Guidelines for Cirrhosis With Upper Gastrointestinal Bleeding.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13360,,,
2025-10-07,,40911332,New Report on School Active Shooter Drills Weighs Psychological Effects.,JAMA,"Schneider, Lauren",10.1001/jama.2025.15324,,,
2025-10-07,,40911321,Wegovy Now Approved for Treatment of Severe Liver Disease.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13358,,,
2025-10-14,,40911320,Women's Health Is Everywhere-Introducing JAMA+ Women's Health.,JAMA,"Brubaker, Linda; Bibbins-Domingo, Kirsten",10.1001/jama.2025.14966,,,
2025-10-07,,40911319,1 in 4 US Adults With Diabetes Used Injectable GLP-1 Drugs Last Year.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13363,,,
2025-10-14,,40911318,The Promise and Challenge of AI for Women's Health: A Special JAMA+ AI Conversation.,JAMA,"Perlis, Roy",10.1001/jama.2025.14917,,,
2025-10-07,,40911316,Specialized Equipment No Better Than Simple Gear for Pulmonary Rehabilitation.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13362,,,
2025-10-07,,40911314,Smoking Cessation Linked to Recovery From Other Substance Use Disorders.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13359,,,
2025-10-07,,40911313,FDA Requires Stronger Opioid Pain Medication Warning Labels.,JAMA,"Schneider, Lauren",10.1001/jama.2025.13361,,,
2025-10-07,,40911303,"Breaking From CDC, ACOG Continues Recommending COVID-19 Vaccine During Pregnancy.",JAMA,"Anderer, Samantha",10.1001/jama.2025.16943,,,
2025-Oct,,40907073,Use of cartilage-conduction hearing aids in a child with Crouzon syndrome and meatal atresia.,"Auris, nasus, larynx","Adachi, Mika; Shirakura, Masayuki; Sato, Takeshi; Katori, Yukio",10.1016/j.anl.2025.08.007,"A cartilage-conduction hearing aid (CCHA) transmits sound vibrations to the inner ear via the ear cartilage rather than through air or bone. They can be used in patients with meatal atresia and persistent otorrhea. Unlike bone-conduction hearing aid (BCHA), there is no need for pressure between the transducer and the temporal bone. Effective hearing is achieved by simply bringing the cartilage-conduction transducer into contact with the auricular cartilage. Crouzon syndrome is characterized by c...",,
2025-10-21,,40906494,Single Treatment With MM120 (Lysergide) in Generalized Anxiety Disorder: A Randomized Clinical Trial.,JAMA,"Robison, Reid; Barrow, Robert; Conant, Craig; Foster, Eric; Freedman, Jamie M et al.",10.1001/jama.2025.13481,"IMPORTANCE: Effective and well-tolerated pharmacotherapies for generalized anxiety disorder (GAD), which is one of the most common psychiatric disorders, are needed. OBJECTIVE: To determine the dose-response relationship of MM120 (lysergide D-tartrate) in adults with moderate to severe GAD. DESIGN, SETTINGS, AND PARTICIPANTS: This phase 2b, multicenter, randomized, double-blind, placebo-controlled study enrolled 198 adults aged 18 to 74 years with a primary GAD diagnosis who presented with moder...",,
2025-10-21,,40906492,Are Psychedelic Agents Ready for Prime Time as Stand-Alone Treatments?,JAMA,"Soares, Claudio N",10.1001/jama.2025.10869,,,
2025-10-14,,40906490,Good Grief.,JAMA,"Nelson, Cassandra",10.1001/jama.2025.14852,,,
2025-10-07,,40906488,Federal Funding Conditions Threaten Gender-Affirming Care Access and Physician Autonomy.,JAMA,"Shachar, Carmel; Lynch, Julia; Costello, Kevin",10.1001/jama.2025.14049,,,
2025-10-01,,40906487,Patient-Reported Symptoms and Direct Health Care Costs in Head and Neck Cancer.,JAMA otolaryngology-- head & neck surgery,"Ayoo, Kennedy; Sutradhar, Rinku; Li, Qing; Villemure-Poliquin, Noémie; Fu, Rui et al.",10.1001/jamaoto.2025.2641,"IMPORTANCE: Head and neck cancer (HNC) and its associated treatments are associated with substantial functional, psychological, and financial consequences. Patient-reported outcome measures (PROMs) play a crucial role in capturing the full impact of disease. Understanding how PROMs are associated with health care costs is critical for cancer care planning; however, the association of health care expenditure and PROMs is yet to be clarified. OBJECTIVE: To assess the association between Edmonton S...",,
2025-10-01,,40906486,"Socioeconomic Status, Voice Disorder Risk, and Voice-Related Handicap Across Childhood.",JAMA otolaryngology-- head & neck surgery,"Fujiki, Robert Brinton; Thibeault, Susan L",10.1001/jamaoto.2025.2633,"IMPORTANCE: Both voice disorders and socioeconomic deprivation can limit quality of life in pediatric populations. However, the association between socioeconomic status (SES), voice disorder prevalence, and voice-related handicap in children and adolescents has not been well understood. OBJECTIVE: To examine the association between SES and voice disorder prevalence across childhood, as well as the association between SES and voice-related handicap. DESIGN, SETTING, AND PARTICIPANTS: In this cros...",,
2025-10-14,,40906484,Diagnostic Approach for COPD.,JAMA,"Hahn, David L",10.1001/jama.2025.12097,,,
2025-10-14,,40906482,Diagnostic Approach for COPD-Reply.,JAMA,"Bhatt, Surya P; Silverman, Edwin K; Crapo, James D",10.1001/jama.2025.12100,,,
2025-10-01,,40906474,A Young Male With Enlarging Facial Swelling.,JAMA otolaryngology-- head & neck surgery,"Rai, Pranjal",10.1001/jamaoto.2025.2717,,,
2025-10-01,,40906473,Radiotherapy for Growing Vestibular Schwannomas.,JAMA otolaryngology-- head & neck surgery,"Sethi, Mantegh; Gowrishankar, Shravan; Tysome, James; Donnelly, Neil; Axon, Patrick et al.",10.1001/jamaoto.2025.1953,"IMPORTANCE: In the literature, there is a lack of data reporting tumor control rates after radiotherapy in actively growing vestibular schwannomas (VS). Data for this rarely studied population are needed. OBJECTIVE: To estimate tumor control rates in radiologically growing VS treated with first-line radiotherapy. DESIGN, SETTING, AND PARTICIPANTS: This international, multicenter cohort study used prospectively collected data from patients with growing unilateral VS treated first-line with radiot...",,
2025-10-01,,40906472,Addressing Stakeholder Gaps and Systemic Barriers in Intersystem Medical Error Discovery Reporting.,JAMA otolaryngology-- head & neck surgery,"Sharma, Shiven; Lavin, Jennifer M; Rassekh, Christopher H",10.1001/jamaoto.2025.2657,,,
2025-10-01,,40906468,Addressing Stakeholder Gaps and Systemic Barriers in Intersystem Medical Error Discovery Reporting-Reply.,JAMA otolaryngology-- head & neck surgery,"Kazemi, Ruby J; Antunez, Alexis G; Brenner, Michael J",10.1001/jamaoto.2025.2660,,,
2025-10-14,,40906466,Diagnostic Approach for COPD.,JAMA,"Zhu, Jianping; Zhang, Weixing; Xie, Hui",10.1001/jama.2025.12094,,,
2025-10-28,,40900610,Reporting of Clinical Trial Uncertainties With New Cancer Drugs in Journal Publications and Clinical Guidelines.,JAMA,"Cherla, Avi; Wagner, Anita K; Wouters, Olivier J; Woloshin, Steven; Davis, Courtney et al.",10.1001/jama.2025.13917,,,
2025-10-14,,40900609,Greenhouse Gas Emissions Related to Inhalers.,JAMA,"Sun, Bob Z",10.1001/jama.2025.11817,,,
2025-10-14,,40900608,Greenhouse Gas Emissions Related to Inhalers.,JAMA,"Kraut, Roni Y; Babenko, Oksana",10.1001/jama.2025.11814,,,
2025-10-14,,40900584,Greenhouse Gas Emissions Related to Inhalers-Reply.,JAMA,"Tirumalasetty, Jyothi; Alkhunaizi, Mansour; Nassikas, Nicholas",10.1001/jama.2025.11820,,,
2025-10-07,,40900579,The One Big Beautiful Bill Act-Implications for Rural Health Care.,JAMA,"Howren, M Bryant; Hansen, Jed R",10.1001/jama.2025.13518,,,
2025-10-07,,40900575,Methamphetamine Use Disorder.,JAMA,"Leyde, Sarah; Tilhou, Alyssa S; Tsui, Judith I",10.1001/jama.2025.12007,,,
2025-10-07,,40900552,Rural Hospitals Deserve More Than Patchwork Policies.,JAMA,"Mullens, Cody Lendon; Probst, Janice C; Ibrahim, Andrew M",10.1001/jama.2025.14945,,,
2025-10-14,,40886309,Long-Term Anticoagulation Discontinuation After Catheter Ablation for Atrial Fibrillation: The ALONE-AF Randomized Clinical Trial.,JAMA,"Kim, Daehoon; Shim, Jaemin; Choi, Eue-Keun; Oh, Il-Young; Kim, Jun et al.",10.1001/jama.2025.14679,"IMPORTANCE: Data from randomized clinical trials on a long-term anticoagulation strategy for patients after catheter-based ablation for atrial fibrillation (AF) are lacking. OBJECTIVE: To evaluate whether discontinuing oral anticoagulant therapy provides superior clinical outcomes compared with continuing oral anticoagulant therapy in patients without documented atrial arrhythmia recurrence after catheter ablation for AF. DESIGN, SETTING, AND PARTICIPANTS: A randomized clinical trial including 8...",,
2025-10-14,,40886075,Semaglutide and Tirzepatide in Patients With Heart Failure With Preserved Ejection Fraction.,JAMA,"Krüger, Nils; Schneeweiss, Sebastian; Fuse, Kenshiro; Matseyko, Sofiya; Sreedhara, Sushama Kattinakere et al.",10.1001/jama.2025.14092,"IMPORTANCE: Heart failure with preserved ejection fraction (HFpEF) is a major cause of hospitalization, often occurring in patients with cardiometabolic comorbidities such as obesity and type 2 diabetes. Although early trials of semaglutide and tirzepatide have shown promising results in improving symptoms, those findings were based on few clinical events, leaving treatment recommendations uncertain. OBJECTIVE: To evaluate the effectiveness and safety of semaglutide and tirzepatide in patients w...",,
